experiment_id,seed,round,client_id,participation_flag,train_loss,val_loss,rmse,mae,num_samples,timestamp
demo_fedavg_20260117_231423_5a820de0,42,0,1,1,10487.413805509868,1365.4232177734375,36.95163345336914,36.29307556152344,114,2026-01-17T23:15:04.563886
demo_fedavg_20260117_231423_5a820de0,42,0,2,1,14195.441059027778,3466.39453125,58.8760986328125,57.786376953125,180,2026-01-17T23:15:04.563886
demo_fedavg_20260117_231423_5a820de0,42,0,3,1,9535.704027157739,1149.071533203125,33.8979606628418,33.29829788208008,105,2026-01-17T23:15:04.563886
demo_fedavg_20260117_231423_5a820de0,42,0,4,1,10272.5107421875,1296.8233642578125,36.01143264770508,35.33926773071289,112,2026-01-17T23:15:04.563886
demo_fedavg_20260117_231423_5a820de0,42,0,5,1,13737.949730282739,2938.148681640625,54.20469284057617,53.19905471801758,168,2026-01-17T23:15:04.563886
demo_fedavg_20260117_231423_5a820de0,42,1,1,1,10392.186060855263,1354.2186279296875,36.79970932006836,36.1358642578125,114,2026-01-17T23:15:05.327886
demo_fedavg_20260117_231423_5a820de0,42,1,2,1,14074.3666015625,3449.911376953125,58.73594284057617,57.64155960083008,180,2026-01-17T23:15:05.327886
demo_fedavg_20260117_231423_5a820de0,42,1,3,1,9442.716043526785,1140.0703125,33.764930725097656,33.160484313964844,105,2026-01-17T23:15:05.327886
demo_fedavg_20260117_231423_5a820de0,42,1,4,1,10179.050223214286,1287.8616943359375,35.88679122924805,35.208900451660156,112,2026-01-17T23:15:05.327886
demo_fedavg_20260117_231423_5a820de0,42,1,5,1,13614.04868861607,2920.24755859375,54.0393180847168,53.026580810546875,168,2026-01-17T23:15:05.327886
demo_fedavg_20260117_231423_5a820de0,42,2,1,1,10285.421823601973,1340.5970458984375,36.614166259765625,35.94465637207031,114,2026-01-17T23:15:05.981890
demo_fedavg_20260117_231423_5a820de0,42,2,2,1,13939.4521484375,3427.510009765625,58.54494094848633,57.441532135009766,180,2026-01-17T23:15:05.981890
demo_fedavg_20260117_231423_5a820de0,42,2,3,1,9336.916322544643,1126.5604248046875,33.564273834228516,32.94923400878906,105,2026-01-17T23:15:05.981890
demo_fedavg_20260117_231423_5a820de0,42,2,4,1,10073.89467075893,1275.5626220703125,35.71501922607422,35.026573181152344,112,2026-01-17T23:15:05.981890
demo_fedavg_20260117_231423_5a820de0,42,2,5,1,13475.124255952382,2890.085205078125,53.75951385498047,52.727046966552734,168,2026-01-17T23:15:05.981890
demo_fedavg_20260117_231423_5a820de0,42,3,1,1,10166.480897066886,1324.5771484375,36.39474105834961,35.71706771850586,114,2026-01-17T23:15:06.675885
demo_fedavg_20260117_231423_5a820de0,42,3,2,1,13788.878255208334,3390.79443359375,58.230525970458984,57.10844802856445,180,2026-01-17T23:15:06.675885
demo_fedavg_20260117_231423_5a820de0,42,3,3,1,9218.42498139881,1104.7362060546875,33.237571716308594,32.59606170654297,105,2026-01-17T23:15:06.675885
demo_fedavg_20260117_231423_5a820de0,42,3,4,1,9955.47935267857,1253.9207763671875,35.410743713378906,34.700050354003906,112,2026-01-17T23:15:06.675885
demo_fedavg_20260117_231423_5a820de0,42,3,5,1,13321.448986235118,2834.8955078125,53.243736267089844,52.16930389404297,168,2026-01-17T23:15:06.676883
demo_fedavg_20260117_231423_5a820de0,42,4,1,1,10041.507692571271,1302.5460205078125,36.09080123901367,35.40232467651367,114,2026-01-17T23:15:07.357890
demo_fedavg_20260117_231423_5a820de0,42,4,2,1,13630.15388454861,3341.087890625,57.802146911621094,56.65550994873047,180,2026-01-17T23:15:07.357890
demo_fedavg_20260117_231423_5a820de0,42,4,3,1,9086.391220238096,1077.334716796875,32.822776794433594,32.15392303466797,105,2026-01-17T23:15:07.357890
demo_fedavg_20260117_231423_5a820de0,42,4,4,1,9829.4609375,1220.0543212890625,34.92927551269531,34.187068939208984,112,2026-01-17T23:15:07.357890
demo_fedavg_20260117_231423_5a820de0,42,4,5,1,13157.906901041666,2780.986083984375,52.735050201416016,51.62813949584961,168,2026-01-17T23:15:07.357890
demo_fedavg_20260117_231423_5a820de0,42,5,1,1,9906.211588541666,1278.23974609375,35.752479553222656,35.051483154296875,114,2026-01-17T23:15:08.028885
demo_fedavg_20260117_231423_5a820de0,42,5,2,1,13464.30217013889,3281.870361328125,57.2876091003418,56.11701202392578,180,2026-01-17T23:15:08.028885
demo_fedavg_20260117_231423_5a820de0,42,5,3,1,8951.63267299107,1043.2572021484375,32.299495697021484,31.599519729614258,105,2026-01-17T23:15:08.028885
demo_fedavg_20260117_231423_5a820de0,42,5,4,1,9699.078543526786,1190.4725341796875,34.50322723388672,33.739444732666016,112,2026-01-17T23:15:08.028885
demo_fedavg_20260117_231423_5a820de0,42,5,5,1,12988.701404389882,2730.096435546875,52.25032424926758,51.1195182800293,168,2026-01-17T23:15:08.028885
demo_fedavg_20260117_231423_5a820de0,42,6,1,1,9766.366330866229,1246.5867919921875,35.307037353515625,34.58757019042969,114,2026-01-17T23:15:08.665894
demo_fedavg_20260117_231423_5a820de0,42,6,2,1,13288.751453993056,3225.935791015625,56.79732131958008,55.61042785644531,180,2026-01-17T23:15:08.665894
demo_fedavg_20260117_231423_5a820de0,42,6,3,1,8811.204501488095,1020.060546875,31.938385009765625,31.22834587097168,105,2026-01-17T23:15:08.665894
demo_fedavg_20260117_231423_5a820de0,42,6,4,1,9559.64732142857,1155.6746826171875,33.995216369628906,33.20539855957031,112,2026-01-17T23:15:08.665894
demo_fedavg_20260117_231423_5a820de0,42,6,5,1,12809.20103236607,2673.015380859375,51.701210021972656,50.54759216308594,168,2026-01-17T23:15:08.665894
demo_fedavg_20260117_231423_5a820de0,42,7,1,1,9613.048451206141,1217.42431640625,34.89160919189453,34.160282135009766,114,2026-01-17T23:15:09.322884
demo_fedavg_20260117_231423_5a820de0,42,7,2,1,13099.946961805555,3162.070556640625,56.2322883605957,55.0275993347168,180,2026-01-17T23:15:09.322884
demo_fedavg_20260117_231423_5a820de0,42,7,3,1,8660.540536644345,993.603271484375,31.521472930908203,30.799680709838867,105,2026-01-17T23:15:09.322884
demo_fedavg_20260117_231423_5a820de0,42,7,4,1,9414.252232142857,1124.1854248046875,33.52887725830078,32.71669387817383,112,2026-01-17T23:15:09.322884
demo_fedavg_20260117_231423_5a820de0,42,7,5,1,12618.88881138393,2623.134033203125,51.2165412902832,50.04950714111328,168,2026-01-17T23:15:09.322884
demo_fedavg_20260117_231423_5a820de0,42,8,1,1,9455.828193530702,1189.4395751953125,34.48825454711914,33.74586486816406,114,2026-01-17T23:15:09.989417
demo_fedavg_20260117_231423_5a820de0,42,8,2,1,12904.709049479166,3118.4765625,55.843318939208984,54.637088775634766,180,2026-01-17T23:15:09.989417
demo_fedavg_20260117_231423_5a820de0,42,8,3,1,8500.464815848214,959.0994262695312,30.969329833984375,30.222028732299805,105,2026-01-17T23:15:09.989417
demo_fedavg_20260117_231423_5a820de0,42,8,4,1,9257.8720703125,1091.5472412109375,33.038570404052734,32.20380783081055,112,2026-01-17T23:15:09.989417
demo_fedavg_20260117_231423_5a820de0,42,8,5,1,12409.780598958334,2554.2978515625,50.540061950683594,49.34614181518555,168,2026-01-17T23:15:09.989417
demo_fedavg_20260117_231423_5a820de0,42,9,1,1,9280.11753015351,1164.5401611328125,34.12535858154297,33.37393569946289,114,2026-01-17T23:15:10.902421
demo_fedavg_20260117_231423_5a820de0,42,9,2,1,12679.764149305556,3065.0380859375,55.362789154052734,54.14388656616211,180,2026-01-17T23:15:10.902421
demo_fedavg_20260117_231423_5a820de0,42,9,3,1,8324.536900111607,932.493896484375,30.53676414489746,29.774017333984375,105,2026-01-17T23:15:10.902421
demo_fedavg_20260117_231423_5a820de0,42,9,4,1,9092.06361607143,1054.6859130859375,32.475929260253906,31.610532760620117,112,2026-01-17T23:15:10.902421
demo_fedavg_20260117_231423_5a820de0,42,9,5,1,12184.132905505952,2493.660400390625,49.936561584472656,48.71638488769531,168,2026-01-17T23:15:10.902421
demo_fedavg_20260117_231423_5a820de0,42,10,1,1,9093.436197916666,1144.36572265625,33.82847595214844,33.06914520263672,114,2026-01-17T23:15:11.757945
