experiment_id,seed,round,client_id,participation_flag,train_loss,val_loss,rmse,mae,num_samples,timestamp
fedavg_FD001_20260117_191508_57c7d15c,42,0,1,1,10487.413805509868,1365.3955078125,36.95125961303711,36.29269790649414,114,2026-01-17T19:15:13.838308
fedavg_FD001_20260117_191508_57c7d15c,42,0,2,1,14195.441059027778,3466.394287109375,58.8760871887207,57.78639602661133,180,2026-01-17T19:15:13.838308
fedavg_FD001_20260117_191508_57c7d15c,42,1,1,1,10382.475380345395,1353.83349609375,36.79447555541992,36.12995910644531,114,2026-01-17T19:15:14.032307
fedavg_FD001_20260117_191508_57c7d15c,42,1,2,1,14064.918446180556,3448.611328125,58.724884033203125,57.628211975097656,180,2026-01-17T19:15:14.032307
fedavg_FD001_20260117_191508_57c7d15c,42,2,1,1,10269.783802768641,1338.55908203125,36.58632278442383,35.915103912353516,114,2026-01-17T19:15:14.221308
fedavg_FD001_20260117_191508_57c7d15c,42,2,2,1,13923.276258680555,3420.08984375,58.481536865234375,57.37145233154297,180,2026-01-17T19:15:14.221308
fedavg_FD001_20260117_191508_57c7d15c,42,3,1,1,10153.582716557017,1320.3446044921875,36.3365478515625,35.653926849365234,114,2026-01-17T19:15:14.421308
fedavg_FD001_20260117_191508_57c7d15c,42,3,2,1,13775.596223958333,3381.599853515625,58.151519775390625,57.02588653564453,180,2026-01-17T19:15:14.421308
fedavg_FD001_20260117_191508_57c7d15c,42,4,1,1,10022.144051535088,1293.7984619140625,35.96940994262695,35.27302551269531,114,2026-01-17T19:15:14.626686
fedavg_FD001_20260117_191508_57c7d15c,42,4,2,1,13613.091254340277,3327.97705078125,57.688629150390625,56.54253005981445,180,2026-01-17T19:15:14.626686
fedavg_FD001_20260117_191508_57c7d15c,42,5,1,1,9879.889202987939,1260.8402099609375,35.5083122253418,34.79397201538086,114,2026-01-17T19:15:14.827688
fedavg_FD001_20260117_191508_57c7d15c,42,5,2,1,13433.042838541667,3263.157470703125,57.124053955078125,55.95913314819336,180,2026-01-17T19:15:14.827688
fedavg_FD001_20260117_191508_57c7d15c,42,6,1,1,9729.781575520834,1227.982421875,35.04258346557617,34.3122673034668,114,2026-01-17T19:15:15.019686
fedavg_FD001_20260117_191508_57c7d15c,42,6,2,1,13245.6486328125,3199.908935546875,56.56774139404297,55.38631057739258,180,2026-01-17T19:15:15.019686
fedavg_FD001_20260117_191508_57c7d15c,42,7,1,1,9562.793979577851,1189.8509521484375,34.49421691894531,33.74484634399414,114,2026-01-17T19:15:15.208688
fedavg_FD001_20260117_191508_57c7d15c,42,7,2,1,13041.468532986111,3132.283203125,55.9668083190918,54.77141571044922,180,2026-01-17T19:15:15.208688
fedavg_FD001_20260117_191508_57c7d15c,42,8,1,1,9386.469418174342,1163.1248779296875,34.1046142578125,33.34548568725586,114,2026-01-17T19:15:15.400223
fedavg_FD001_20260117_191508_57c7d15c,42,8,2,1,12820.25197482639,3068.357666015625,55.392757415771484,54.18674850463867,180,2026-01-17T19:15:15.400223
fedavg_FD001_20260117_191508_57c7d15c,42,9,1,1,9203.602590460527,1134.8084716796875,33.686920166015625,32.9151725769043,114,2026-01-17T19:15:15.592220
fedavg_FD001_20260117_191508_57c7d15c,42,9,2,1,12580.902560763889,3007.404052734375,54.83980178833008,53.62472915649414,180,2026-01-17T19:15:15.592220
fedavg_FD001_20260117_191508_57c7d15c,42,10,1,1,8996.165244654605,1112.2069091796875,33.34976577758789,32.569732666015625,114,2026-01-17T19:15:15.787218
fedavg_FD001_20260117_191508_57c7d15c,42,10,2,1,12327.8955078125,2928.18798828125,54.11273193359375,52.886417388916016,180,2026-01-17T19:15:15.787218
fedavg_FD001_20260117_191508_57c7d15c,42,11,1,1,8780.082339638158,1086.248779296875,32.958290100097656,32.170230865478516,114,2026-01-17T19:15:15.988222
fedavg_FD001_20260117_191508_57c7d15c,42,11,2,1,12049.495920138888,2916.26953125,54.00249481201172,52.794395446777344,180,2026-01-17T19:15:15.988222
fedavg_FD001_20260117_191508_57c7d15c,42,12,1,1,8546.091351425439,1068.2813720703125,32.6845703125,31.891860961914062,114,2026-01-17T19:15:16.199218
fedavg_FD001_20260117_191508_57c7d15c,42,12,2,1,11739.2130859375,2858.247802734375,53.462581634521484,52.259403228759766,180,2026-01-17T19:15:16.199218
fedavg_FD001_20260117_191508_57c7d15c,42,13,1,1,8295.781541255483,1047.911865234375,32.371463775634766,31.57340431213379,114,2026-01-17T19:15:16.401219
